transaction_id,customer_id,rule_score,anomaly_score,graph_score,risk_score,decision,reason
T000358,C0025,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000359,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000360,C0079,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000361,C0040,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000362,C0085,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000363,C0046,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000364,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000365,C0027,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000366,C0102,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000367,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000368,C0017,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000369,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000370,C0102,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000371,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000372,C0067,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000373,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000374,C0022,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000375,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000376,C0086,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000377,C0123,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000378,C0081,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000379,C0058,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000380,C0011,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000381,C0023,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000382,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000383,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000384,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000385,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000386,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000387,C0053,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000388,C0035,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000389,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000390,C0110,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000391,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000392,C0054,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000393,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000394,C0039,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000395,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000396,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000397,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000398,C0006,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000399,C0020,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000400,C0031,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000401,C0110,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000402,C0051,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000403,C0021,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000404,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000405,C0084,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000406,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000407,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000408,C0057,0.0,56.63,0.0,14.16,APPROVE,Signals: anomalies
T000409,C0042,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000410,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000411,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000412,C0120,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000413,C0027,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000414,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000415,C0048,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000416,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000417,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000418,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000419,C0015,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000420,C0073,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000421,C0111,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000422,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000423,C0065,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000424,C0067,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000425,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000426,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000427,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000428,C0028,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000429,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000430,C0019,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000431,C0071,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000432,C0005,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000433,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000434,C0067,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000435,C0035,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000436,C0033,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000437,C0057,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000438,C0121,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000439,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000440,C0068,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000441,C0012,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000442,C0090,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000443,C0049,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000444,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000445,C0038,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000446,C0067,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000447,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000448,C0115,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000449,C0053,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000450,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000451,C0041,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000452,C0042,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000453,C0124,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000454,C0098,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000455,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000456,C0124,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000457,C0109,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000458,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000459,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000460,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000461,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000462,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000463,C0029,0.0,69.11,0.0,17.28,APPROVE,Signals: anomalies
T000464,C0097,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000465,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000466,C0062,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000467,C0005,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000468,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000469,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000470,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000471,C0101,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000472,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000473,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000474,C0074,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000475,C0001,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000476,C0093,0.0,72.51,0.0,18.13,APPROVE,Signals: anomalies
T000477,C0057,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000478,C0074,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000479,C0073,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000480,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000481,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000482,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000483,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000484,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000485,C0106,0.0,69.91,0.0,17.48,APPROVE,Signals: anomalies
T000486,C0031,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000487,C0074,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000488,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000489,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000490,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000491,C0058,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000492,C0041,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000493,C0114,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000494,C0020,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000495,C0025,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000496,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000497,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000498,C0110,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000499,C0120,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000500,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000501,C0115,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000502,C0074,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000503,C0072,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000504,C0051,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000505,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000506,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000507,C0063,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000508,C0063,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000509,C0006,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000510,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000511,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000512,C0051,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000513,C0117,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000514,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000515,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000516,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000517,C0006,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000518,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000519,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000520,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000521,C0013,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000522,C0081,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000523,C0053,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000524,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000525,C0072,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000526,C0098,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000527,C0035,0.0,66.84,0.0,16.71,APPROVE,Signals: anomalies
T000528,C0044,85.0,64.4,0.0,58.6,REVIEW,"Signals: rules, anomalies"
T000529,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000530,C0005,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000531,C0035,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000532,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000533,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000534,C0080,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000535,C0102,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000536,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000537,C0036,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000538,C0085,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000539,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000540,C0058,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000541,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000542,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000543,C0120,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000544,C0119,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000545,C0013,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000546,C0079,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000547,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000548,C0017,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000549,C0120,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000550,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000551,C0025,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000552,C0006,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000553,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000554,C0120,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000555,C0111,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000556,C0041,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000557,C0092,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000558,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000559,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000560,C0114,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000561,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000562,C0005,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000563,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000564,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000565,C0088,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000566,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000567,C0036,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000568,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000569,C0045,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000570,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000571,C0068,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000572,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000573,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000574,C0121,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000575,C0081,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000576,C0113,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000577,C0063,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000578,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000579,C0116,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000580,C0122,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000581,C0124,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000582,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000583,C0113,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000584,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000585,C0065,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000586,C0056,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000587,C0037,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000588,C0047,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000589,C0098,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000590,C0116,85.0,74.24,0.0,61.06,REVIEW,"Signals: rules, anomalies"
T000591,C0103,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000592,C0068,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000593,C0119,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000594,C0066,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000595,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000596,C0089,0.0,93.56,0.0,23.39,APPROVE,Signals: anomalies
T000597,C0097,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000598,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000599,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000600,C0004,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000601,C0005,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000602,C0062,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000603,C0092,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000604,C0016,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000605,C0080,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000606,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000607,C0047,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000608,C0055,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000609,C0018,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000610,C0109,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000611,C0058,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000612,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000613,C0035,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000614,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000615,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000616,C0004,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000617,C0002,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000618,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000619,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000620,C0042,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000621,C0090,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000622,C0011,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000623,C0090,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000624,C0000,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000625,C0082,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000626,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000627,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000628,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000629,C0048,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000630,C0034,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000631,C0070,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000632,C0061,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000633,C0002,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000634,C0021,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000635,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000636,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000637,C0090,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000638,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000639,C0123,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000640,C0075,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000641,C0019,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000642,C0075,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000643,C0008,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000644,C0042,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000645,C0119,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000646,C0117,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000647,C0029,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000648,C0045,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000649,C0023,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000650,C0075,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000651,C0018,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000652,C0054,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000653,C0086,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000654,C0017,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000655,C0106,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000656,C0058,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000657,C0012,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000658,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000659,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000660,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000661,C0072,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000662,C0114,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000663,C0095,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000664,C0081,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000665,C0037,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000666,C0021,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000667,C0032,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000668,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000669,C0014,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000670,C0066,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000671,C0118,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000672,C0107,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000673,C0050,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000674,C0013,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000675,C0123,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000676,C0077,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000677,C0007,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000678,C0002,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000679,C0038,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000680,C0098,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000681,C0059,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000682,C0124,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000683,C0027,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000684,C0003,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000685,C0042,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000686,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000687,C0048,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000688,C0068,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000689,C0099,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000690,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000691,C0010,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000692,C0039,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000693,C0122,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000694,C0036,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000695,C0009,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000696,C0039,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000697,C0095,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000698,C0023,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000699,C0011,0.0,57.14,0.0,14.28,APPROVE,Signals: anomalies
T000700,C0043,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000701,C0052,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000702,C0029,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000703,C0044,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000704,C0028,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000705,C0100,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000706,C0094,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000707,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000708,C0093,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000709,C0075,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000710,C0114,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000711,C0110,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000712,C0047,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000713,C0078,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000714,C0054,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000715,C0096,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000716,C0088,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000717,C0071,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000718,C0091,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000719,C0104,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000720,C0089,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000721,C0115,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000722,C0026,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
T000723,C0024,0.0,0.0,0.0,0.0,APPROVE,No material fraud signals
