transaction_id,customer_id,account_id,merchant_id,device_id,ip_address,amount,currency,transaction_type,channel,country,timestamp,status
T000202,C0032,A0032,M0043,D0032,10.33.25.17,14425.1,INR,NEFT,POS,IN,2026-05-04T05:23:00,SUCCESS
T000203,C0030,A0030,M0027,D0030,10.138.174.231,5299.63,INR,CARD,WEB,IN,2026-05-07T05:04:00,SUCCESS
T000204,C0122,A0122,M0005,D0263,10.123.55.187,1899.38,INR,NEFT,MOBILE,GB,2026-05-04T03:31:00,SUCCESS
T000205,C0013,A0013,M0003,D0013,10.14.92.170,2221.26,INR,NEFT,WEB,IN,2026-05-12T23:16:00,SUCCESS
T000206,C0023,A0023,M0036,D0023,10.24.162.100,1025.07,INR,WALLET,MOBILE,IN,2026-05-11T23:03:00,SUCCESS
T000207,C0042,A0042,M0046,D0042,10.43.95.147,1501.37,INR,CARD,WEB,IN,2026-05-09T12:52:00,SUCCESS
T000208,C0035,A0035,M0046,D0035,10.36.46.56,1927.45,INR,WALLET,WEB,IN,2026-05-08T18:12:00,SUCCESS
T000209,C0022,A0022,M0052,D0022,10.23.155.87,1181.87,INR,UPI,MOBILE,US,2026-05-09T15:41:00,SUCCESS
T000210,C0046,A0046,M0020,D0046,10.47.123.199,15024.04,INR,CARD,API,IN,2026-05-04T01:51:00,SUCCESS
T000211,C0118,A0118,M0005,D0118,10.119.27.135,9637.76,INR,NEFT,POS,IN,2026-05-14T07:17:00,FAILED
T000212,C0076,A0076,M0028,D0076,10.237.225.165,5089.59,INR,CARD,MOBILE,IN,2026-05-10T20:59:00,SUCCESS
T000213,C0062,A0062,M0045,D0248,10.63.35.7,2726.11,INR,UPI,API,GB,2026-05-02T03:52:00,SUCCESS
T000214,C0066,A0066,M0013,D0066,10.67.63.59,9382.0,INR,UPI,POS,IN,2026-05-02T17:30:00,SUCCESS
T000215,C0114,A0114,M0030,D0114,10.115.199.83,2083.96,INR,CARD,WEB,GB,2026-05-07T10:54:00,SUCCESS
T000216,C0018,A0018,M0034,D0018,10.19.127.35,6611.35,INR,CARD,WEB,IN,2026-05-01T20:51:00,SUCCESS
T000217,C0119,A0119,M0044,D0119,10.120.34.148,4840.75,INR,CARD,MOBILE,IN,2026-05-08T12:16:00,SUCCESS
T000218,C0017,A0017,M0017,D0263,10.18.120.22,4016.18,INR,UPI,WEB,IN,2026-05-02T21:38:00,FAILED
T000219,C0080,A0080,M0013,D0080,10.81.161.41,2525.36,INR,CARD,MOBILE,IN,2026-05-05T01:09:00,SUCCESS
T000220,C0014,A0014,M0026,D0014,10.15.99.183,5458.76,INR,UPI,WEB,AE,2026-05-01T22:51:00,SUCCESS
T000221,C0082,A0082,M0030,D0082,10.83.175.67,4061.61,INR,CARD,WEB,IN,2026-05-14T09:10:00,FAILED
T000222,C0015,A0015,M0010,D0015,10.16.106.196,3355.22,INR,UPI,MOBILE,IN,2026-05-04T05:44:00,SUCCESS
T000223,C0020,A0020,M0035,D0020,10.21.141.61,6379.63,INR,UPI,MOBILE,GB,2026-05-08T07:39:00,SUCCESS
T000224,C0011,A0011,M0028,D0218,10.12.78.144,6881.23,INR,NEFT,MOBILE,IN,2026-05-07T18:27:00,SUCCESS
T000225,C0100,A0100,M0012,D0100,10.101.101.101,6153.77,INR,RTGS,WEB,IN,2026-05-02T13:59:00,SUCCESS
T000226,C0033,A0033,M0049,D0033,10.34.32.30,8214.31,INR,WALLET,API,IN,2026-05-09T13:18:00,SUCCESS
T000227,C0116,A0116,M0003,D0116,10.117.13.109,4774.97,INR,UPI,MOBILE,IN,2026-05-05T09:57:00,SUCCESS
T000228,C0067,A0067,M0034,D0067,10.68.70.72,5564.05,INR,UPI,POS,IN,2026-05-11T08:37:00,SUCCESS
T000229,C0089,A0089,M0045,D0089,10.90.24.158,5371.36,INR,NEFT,POS,IN,2026-05-13T17:13:00,SUCCESS
T000230,C0008,A0008,M0003,D0008,10.9.57.105,5999.02,INR,WALLET,MOBILE,IN,2026-05-07T17:09:00,SUCCESS
T000231,C0095,A0095,M0012,D0095,10.96.66.36,13354.64,INR,UPI,WEB,IN,2026-05-06T20:20:00,SUCCESS
T000232,C0111,A0111,M0031,D0111,10.112.178.44,1298.23,INR,CARD,WEB,IN,2026-05-07T15:17:00,SUCCESS
T000233,C0015,A0015,M0035,D0015,10.16.106.196,2089.03,INR,RTGS,MOBILE,IN,2026-05-12T13:59:00,SUCCESS
T000234,C0097,A0097,M0040,D0097,10.98.80.62,13992.44,INR,CARD,API,IN,2026-05-02T05:20:00,PENDING
T000235,C0109,A0109,M0051,D0109,10.110.164.18,11229.63,INR,NEFT,WEB,IN,2026-05-13T13:33:00,SUCCESS
T000236,C0069,A0069,M0019,D0354,10.70.84.98,13766.59,INR,CARD,API,IN,2026-05-03T18:15:00,SUCCESS
T000237,C0103,A0103,M0007,D0103,10.104.122.140,12011.28,INR,WALLET,MOBILE,IN,2026-05-08T14:40:00,SUCCESS
T000238,C0064,A0064,M0013,D0064,10.65.49.33,1707.76,INR,NEFT,MOBILE,IN,2026-05-11T17:54:00,SUCCESS
T000239,C0112,A0112,M0000,D0112,10.113.185.57,2304.5,INR,UPI,WEB,IN,2026-05-02T04:11:00,SUCCESS
T000240,C0066,A0066,M0029,D0066,10.67.63.59,6200.35,INR,NEFT,MOBILE,IN,2026-05-03T19:47:00,SUCCESS
T000241,C0096,A0096,M0010,D0096,10.97.73.49,904.15,INR,NEFT,POS,IN,2026-05-09T07:35:00,SUCCESS
T000242,C0110,A0110,M0031,D0110,10.111.171.31,13217.09,INR,CARD,POS,IN,2026-05-08T17:25:00,SUCCESS
T000243,C0003,A0003,M0003,D0003,10.4.22.40,11028.31,INR,WALLET,MOBILE,IN,2026-05-13T03:36:00,SUCCESS
T000244,C0019,A0019,M0030,D0019,10.20.134.48,3776.1,INR,UPI,MOBILE,IN,2026-05-08T13:43:00,SUCCESS
T000245,C0011,A0011,M0013,D0011,10.12.78.144,12045.43,INR,CARD,POS,IN,2026-05-10T23:46:00,SUCCESS
T000246,C0088,A0088,M0004,D0037,10.89.17.145,1488.96,INR,CARD,MOBILE,IN,2026-05-09T11:46:00,SUCCESS
T000247,C0042,A0042,M0033,D0042,10.43.95.147,13137.95,INR,UPI,MOBILE,IN,2026-05-03T00:59:00,SUCCESS
T000248,C0112,A0112,M0009,D0112,10.113.185.57,3492.04,INR,UPI,MOBILE,IN,2026-05-08T16:10:00,SUCCESS
T000249,C0035,A0035,M0033,D0376,10.36.46.56,1453.97,INR,WALLET,API,IN,2026-05-02T03:09:00,SUCCESS
T000250,C0030,A0030,M0047,D0030,10.31.11.191,2230.68,INR,CARD,POS,IN,2026-05-07T16:36:00,SUCCESS
T000251,C0119,A0119,M0035,D0119,10.120.34.148,2797.75,INR,NEFT,MOBILE,IN,2026-05-11T23:54:00,SUCCESS
T000252,C0030,A0030,M0042,D0030,10.31.11.191,6160.56,INR,CARD,MOBILE,IN,2026-05-05T17:47:00,SUCCESS
T000253,C0101,A0101,M0036,D0231,10.102.108.114,3669.25,INR,NEFT,MOBILE,IN,2026-05-10T22:51:00,SUCCESS
T000254,C0065,A0065,M0046,D0065,10.66.56.46,2328.48,INR,CARD,POS,IN,2026-05-07T02:54:00,SUCCESS
T000255,C0111,A0111,M0025,D0111,10.112.178.44,5097.9,INR,UPI,MOBILE,IN,2026-05-06T00:02:00,SUCCESS
T000256,C0066,A0066,M0016,D0066,10.67.63.59,2553.02,INR,CARD,MOBILE,IN,2026-05-05T23:34:00,FAILED
T000257,C0049,A0049,M0033,D0049,10.28.145.157,4055.37,INR,WALLET,MOBILE,SG,2026-05-07T00:37:00,SUCCESS
T000258,C0025,A0025,M0026,D0025,10.79.38.109,6119.76,INR,CARD,API,IN,2026-05-06T16:23:00,FAILED
T000259,C0049,A0049,M0008,D0049,10.50.144.38,1654.95,INR,CARD,MOBILE,IN,2026-05-10T19:18:00,SUCCESS
T000260,C0109,A0109,M0048,D0017,10.110.164.18,2000.98,INR,CARD,MOBILE,IN,2026-05-03T15:06:00,SUCCESS
T000261,C0051,A0051,M0032,D0051,10.52.158.64,54208.96,INR,UPI,WEB,US,2026-05-14T07:42:00,SUCCESS
T000262,C0083,A0083,M0036,D0083,10.84.182.80,2262.25,INR,WALLET,MOBILE,IN,2026-05-01T12:45:00,SUCCESS
T000263,C0082,A0082,M0015,D0082,10.83.175.67,5217.34,INR,WALLET,POS,IN,2026-05-02T16:29:00,SUCCESS
T000264,C0097,A0097,M0037,D0097,10.98.80.62,2870.91,INR,UPI,MOBILE,GB,2026-05-03T13:45:00,SUCCESS
T000265,C0081,A0081,M0053,D0081,10.82.168.54,1438.22,INR,CARD,MOBILE,IN,2026-05-03T14:23:00,SUCCESS
T000266,C0071,A0071,M0014,D0071,10.72.98.124,2549.03,INR,CARD,POS,IN,2026-05-14T09:40:00,SUCCESS
T000267,C0027,A0027,M0040,D0027,10.28.190.152,4020.04,INR,CARD,MOBILE,IN,2026-05-02T18:26:00,SUCCESS
T000268,C0120,A0120,M0030,D0120,10.121.41.161,4869.01,INR,RTGS,MOBILE,IN,2026-05-13T12:19:00,SUCCESS
T000269,C0070,A0070,M0045,D0070,10.192.25.158,3087.47,INR,CARD,MOBILE,IN,2026-05-02T08:27:00,SUCCESS
T000270,C0010,A0010,M0041,D0010,10.11.71.131,2125.76,INR,UPI,POS,IN,2026-05-07T15:48:00,SUCCESS
T000271,C0087,A0087,M0005,D0124,10.88.10.132,7458.61,INR,UPI,MOBILE,IN,2026-05-09T16:07:00,SUCCESS
T000272,C0059,A0059,M0046,D0059,10.60.14.168,6320.41,INR,CARD,MOBILE,IN,2026-05-13T09:51:00,SUCCESS
T000273,C0046,A0046,M0033,D0126,10.47.123.199,1032.81,INR,UPI,MOBILE,IN,2026-05-13T22:41:00,FAILED
T000274,C0047,A0047,M0053,D0047,10.48.130.12,4452.65,INR,CARD,WEB,GB,2026-05-12T10:10:00,SUCCESS
T000275,C0031,A0031,M0033,D0031,10.32.18.4,14964.67,INR,CARD,WEB,IN,2026-05-13T04:30:00,SUCCESS
T000276,C0026,A0026,M0048,D0026,10.27.183.139,13045.03,INR,CARD,MOBILE,IN,2026-05-10T11:49:00,SUCCESS
T000277,C0022,A0022,M0005,D0022,10.18.208.137,8075.02,INR,WALLET,MOBILE,IN,2026-05-13T13:00:00,SUCCESS
T000278,C0096,A0096,M0014,D0096,10.97.73.49,7545.35,INR,NEFT,ATM,IN,2026-05-14T09:26:00,SUCCESS
T000279,C0025,A0025,M0009,D0195,10.26.176.126,9883.39,INR,WALLET,WEB,IN,2026-05-13T06:41:00,SUCCESS
T000280,C0040,A0040,M0052,D0195,10.41.81.121,4069.4,INR,NEFT,WEB,IN,2026-05-09T11:45:00,SUCCESS
T000281,C0041,A0041,M0020,D0140,10.42.88.134,10176.6,INR,CARD,MOBILE,IN,2026-05-11T07:57:00,SUCCESS
T000282,C0095,A0095,M0037,D0095,10.96.66.36,4772.96,INR,UPI,MOBILE,IN,2026-05-02T05:59:00,SUCCESS
T000283,C0023,A0023,M0051,D0023,10.24.162.100,1866.83,INR,CARD,POS,IN,2026-05-11T01:33:00,SUCCESS
T000284,C0005,A0005,M0042,D0005,10.6.36.66,4766.43,INR,CARD,MOBILE,IN,2026-05-07T21:36:00,SUCCESS
T000285,C0124,A0124,M0003,D0124,10.125.69.13,8351.44,INR,RTGS,MOBILE,IN,2026-05-11T08:08:00,SUCCESS
T000286,C0037,A0037,M0002,D0037,10.38.60.82,9806.74,INR,UPI,POS,IN,2026-05-02T08:35:00,PENDING
T000287,C0015,A0015,M0003,D0015,10.16.106.196,4586.94,INR,UPI,MOBILE,IN,2026-05-11T01:03:00,SUCCESS
T000288,C0037,A0037,M0002,D0037,10.251.122.173,2303.04,INR,WALLET,MOBILE,IN,2026-05-01T21:29:00,FAILED
T000289,C0063,A0063,M0001,D0063,10.64.42.20,4500.88,INR,UPI,ATM,US,2026-05-02T04:23:00,SUCCESS
T000290,C0071,A0071,M0015,D0071,10.72.98.124,2283.04,INR,NEFT,WEB,IN,2026-05-04T23:17:00,SUCCESS
T000291,C0069,A0069,M0040,D0268,10.194.207.233,4945.57,INR,WALLET,MOBILE,IN,2026-05-10T11:11:00,SUCCESS
T000292,C0026,A0026,M0053,D0026,10.27.183.139,1546.59,INR,CARD,MOBILE,IN,2026-05-12T10:39:00,SUCCESS
T000293,C0076,A0076,M0000,D0076,10.77.133.189,4998.61,INR,RTGS,ATM,IN,2026-05-04T00:11:00,SUCCESS
T000294,C0017,A0017,M0026,D0017,10.18.120.22,1858.18,INR,CARD,MOBILE,IN,2026-05-06T12:07:00,SUCCESS
T000295,C0012,A0012,M0039,D0120,10.13.85.157,3851.31,INR,WALLET,WEB,GB,2026-05-05T21:13:00,SUCCESS
T000296,C0016,A0016,M0033,D0016,10.17.113.9,9942.54,INR,CARD,API,IN,2026-05-13T16:29:00,SUCCESS
T000297,C0118,A0118,M0026,D0118,10.119.27.135,5558.15,INR,UPI,WEB,IN,2026-05-01T10:29:00,SUCCESS
T000298,C0009,A0009,M0012,D0009,10.10.64.118,2176.01,INR,UPI,ATM,SG,2026-05-05T22:12:00,FAILED
T000299,C0017,A0017,M0038,D0017,10.18.120.22,1330.74,INR,RTGS,WEB,IN,2026-05-03T08:44:00,SUCCESS
T000300,C0040,A0040,M0005,D0040,10.41.81.121,3006.65,INR,UPI,WEB,IN,2026-05-03T06:56:00,SUCCESS
T000301,C0052,A0052,M0040,D0052,10.53.165.77,9551.28,INR,CARD,WEB,SG,2026-05-09T11:33:00,SUCCESS
T000302,C0119,A0119,M0024,D0119,10.127.121.82,839.24,INR,WALLET,WEB,IN,2026-05-04T22:59:00,SUCCESS
T000303,C0025,A0025,M0030,D0025,10.7.205.238,14521.57,INR,CARD,MOBILE,IN,2026-05-04T01:39:00,SUCCESS
T000304,C0092,A0092,M0053,D0092,10.93.45.197,1949.27,INR,NEFT,POS,IN,2026-05-07T10:50:00,SUCCESS
T000305,C0116,A0116,M0022,D0116,10.117.13.109,10689.0,INR,WALLET,MOBILE,IN,2026-05-02T11:51:00,SUCCESS
T000306,C0030,A0030,M0016,D0030,10.31.11.191,1910.12,INR,CARD,MOBILE,IN,2026-05-06T14:42:00,SUCCESS
T000307,C0019,A0019,M0032,D0019,10.20.134.48,3892.9,INR,NEFT,MOBILE,IN,2026-05-08T17:32:00,SUCCESS
T000308,C0014,A0014,M0030,D0014,10.15.99.183,9108.19,INR,CARD,WEB,IN,2026-05-13T10:36:00,SUCCESS
T000309,C0039,A0039,M0018,D0039,10.40.74.108,9487.54,INR,NEFT,WEB,IN,2026-05-06T14:03:00,SUCCESS
T000310,C0055,A0055,M0020,D0055,10.56.186.116,2451.5,INR,CARD,MOBILE,GB,2026-05-08T11:26:00,SUCCESS
T000311,C0037,A0037,M0011,D0037,10.243.169.142,9224.25,INR,NEFT,WEB,SG,2026-05-08T16:34:00,SUCCESS
T000312,C0054,A0054,M0040,D0054,10.165.8.63,4525.53,INR,WALLET,MOBILE,IN,2026-05-02T10:43:00,SUCCESS
T000313,C0086,A0086,M0027,D0086,10.87.3.119,7800.98,INR,WALLET,POS,IN,2026-05-14T01:49:00,SUCCESS
T000314,C0109,A0109,M0027,D0109,10.110.164.18,810.19,INR,CARD,MOBILE,IN,2026-05-10T00:25:00,SUCCESS
T000315,C0029,A0029,M0047,D0029,10.30.4.178,2993.07,INR,UPI,WEB,IN,2026-05-06T05:12:00,SUCCESS
T000316,C0019,A0019,M0009,D0019,10.109.209.185,1845.51,INR,WALLET,MOBILE,IN,2026-05-09T04:21:00,SUCCESS
T000317,C0123,A0123,M0018,D0123,10.124.62.200,4632.12,INR,UPI,MOBILE,IN,2026-05-13T17:16:00,SUCCESS
T000318,C0045,A0045,M0018,D0045,10.46.116.186,3163.11,INR,RTGS,WEB,IN,2026-05-10T08:00:00,SUCCESS
T000319,C0000,A0000,M0004,D0000,10.51.230.8,6846.07,INR,CARD,POS,IN,2026-05-12T11:03:00,SUCCESS
T000320,C0091,A0091,M0041,D0091,10.92.38.184,2629.3,INR,UPI,API,IN,2026-05-08T10:06:00,SUCCESS
T000321,C0055,A0055,M0044,D0055,10.56.186.116,6707.14,INR,WALLET,POS,IN,2026-05-12T22:46:00,SUCCESS
T000322,C0042,A0042,M0010,D0042,10.43.95.147,1109.5,INR,CARD,ATM,IN,2026-05-11T20:54:00,SUCCESS
T000323,C0036,A0036,M0020,D0036,10.37.53.69,3888.23,INR,RTGS,WEB,IN,2026-05-03T04:23:00,SUCCESS
T000324,C0052,A0052,M0046,D0052,10.53.165.77,4519.3,INR,CARD,WEB,IN,2026-05-11T18:34:00,SUCCESS
T000325,C0062,A0062,M0054,D0062,10.154.180.32,5561.95,INR,WALLET,POS,IN,2026-05-14T04:54:00,SUCCESS
T000326,C0076,A0076,M0033,D0076,10.77.133.189,2313.07,INR,UPI,MOBILE,IN,2026-05-13T12:43:00,SUCCESS
T000327,C0084,A0084,M0005,D0084,10.85.189.93,3042.45,INR,UPI,MOBILE,IN,2026-05-01T10:13:00,SUCCESS
T000328,C0020,A0020,M0008,D0020,10.21.141.61,7428.22,INR,UPI,POS,IN,2026-05-08T22:35:00,SUCCESS
T000329,C0110,A0110,M0053,D0110,10.111.171.31,1315.83,INR,UPI,POS,US,2026-05-15T08:12:00,SUCCESS
T000330,C0035,A0035,M0051,D0035,10.36.46.56,3109.69,INR,WALLET,WEB,IN,2026-05-08T08:25:00,SUCCESS
T000331,C0075,A0075,M0043,D0075,10.128.82.207,2633.06,INR,CARD,POS,IN,2026-05-13T10:12:00,SUCCESS
T000332,C0124,A0124,M0007,D0124,10.125.69.13,1435.81,INR,CARD,POS,IN,2026-05-11T13:45:00,SUCCESS
T000333,C0093,A0093,M0032,D0093,10.94.52.10,3305.26,INR,WALLET,POS,IN,2026-05-11T11:45:00,SUCCESS
T000334,C0093,A0093,M0042,D0093,10.94.52.10,5887.33,INR,RTGS,MOBILE,IN,2026-05-08T00:47:00,SUCCESS
T000335,C0124,A0124,M0024,D0119,10.125.69.13,3607.96,INR,UPI,WEB,IN,2026-05-07T12:53:00,SUCCESS
T000336,C0116,A0116,M0013,D0116,10.117.13.109,3085.82,INR,CARD,MOBILE,IN,2026-05-04T12:51:00,SUCCESS
T000337,C0114,A0114,M0033,D0114,10.115.199.83,3433.23,INR,UPI,API,IN,2026-05-04T19:28:00,SUCCESS
T000338,C0034,A0034,M0048,D0034,10.35.39.43,2014.16,INR,CARD,WEB,IN,2026-05-04T05:08:00,FAILED
T000339,C0013,A0013,M0003,D0013,10.14.92.170,2107.52,INR,RTGS,MOBILE,IN,2026-05-08T10:32:00,SUCCESS
T000340,C0066,A0066,M0024,D0066,10.67.63.59,5700.38,INR,NEFT,MOBILE,IN,2026-05-02T02:24:00,SUCCESS
T000341,C0053,A0053,M0047,D0053,10.54.172.90,7403.78,INR,UPI,MOBILE,IN,2026-05-08T09:40:00,SUCCESS
T000342,C0019,A0019,M0049,D0019,10.20.134.48,3872.84,INR,WALLET,WEB,IN,2026-05-04T21:00:00,SUCCESS
T000343,C0052,A0052,M0048,D0052,10.53.165.77,4301.34,INR,CARD,MOBILE,IN,2026-05-06T09:56:00,SUCCESS
T000344,C0098,A0098,M0048,D0098,10.99.87.75,12647.63,INR,UPI,ATM,IN,2026-05-15T05:51:00,SUCCESS
T000345,C0053,A0053,M0020,D0053,10.54.172.90,13182.93,INR,CARD,MOBILE,IN,2026-05-14T16:58:00,SUCCESS
T000346,C0077,A0077,M0005,D0077,10.78.140.2,7852.12,INR,UPI,MOBILE,IN,2026-05-01T21:57:00,SUCCESS
T000347,C0053,A0053,M0029,D0053,10.54.172.90,833.12,INR,UPI,MOBILE,IN,2026-05-02T05:26:00,SUCCESS
T000348,C0110,A0110,M0048,D0110,10.187.147.192,9840.52,INR,RTGS,ATM,IN,2026-05-13T07:19:00,FAILED
T000349,C0073,A0073,M0026,D0073,10.74.112.150,3611.34,INR,CARD,POS,IN,2026-05-13T08:17:00,SUCCESS
T000350,C0120,A0120,M0031,D0120,10.54.231.114,16565.2,INR,CARD,MOBILE,SG,2026-05-04T10:57:00,SUCCESS
T000351,C0031,A0031,M0010,D0031,10.32.18.4,5004.99,INR,RTGS,WEB,IN,2026-05-02T22:33:00,SUCCESS
T000352,C0089,A0089,M0047,D0089,10.90.24.158,4075.11,INR,CARD,MOBILE,IN,2026-05-02T13:30:00,SUCCESS
T000353,C0046,A0046,M0054,D0046,10.88.61.42,4520.34,INR,UPI,MOBILE,IN,2026-05-12T14:52:00,SUCCESS
T000354,C0007,A0007,M0034,D0007,10.8.50.92,4305.82,INR,WALLET,API,IN,2026-05-10T15:18:00,SUCCESS
T000355,C0102,A0102,M0044,D0102,10.103.115.127,37515.6,INR,WALLET,MOBILE,IN,2026-05-11T23:41:00,FAILED
T000356,C0052,A0052,M0019,D0113,10.135.33.236,3495.38,INR,NEFT,MOBILE,IN,2026-05-01T12:08:00,SUCCESS
T000357,C0002,A0002,M0042,D0002,10.3.15.27,6683.55,INR,CARD,MOBILE,IN,2026-05-05T04:47:00,SUCCESS
T000358,C0025,A0025,M0036,D0025,10.26.176.126,7737.05,INR,CARD,POS,IN,2026-05-14T11:47:00,SUCCESS
T000359,C0070,A0070,M0017,D0070,10.71.91.111,13081.36,INR,CARD,MOBILE,IN,2026-05-06T20:07:00,SUCCESS
T000360,C0079,A0079,M0042,D0079,10.80.154.28,4274.17,INR,NEFT,WEB,IN,2026-05-03T04:30:00,FAILED
T000361,C0040,A0040,M0022,D0040,10.41.81.121,941.86,INR,CARD,MOBILE,IN,2026-05-11T08:23:00,SUCCESS
T000362,C0085,A0085,M0047,D0085,10.86.196.106,2351.85,INR,CARD,WEB,SG,2026-05-10T08:57:00,SUCCESS
T000363,C0046,A0046,M0029,D0046,10.47.123.199,5639.08,INR,UPI,MOBILE,IN,2026-05-07T07:28:00,SUCCESS
T000364,C0032,A0032,M0023,D0032,10.33.25.17,5879.46,INR,CARD,MOBILE,IN,2026-05-02T12:21:00,SUCCESS
T000365,C0027,A0027,M0009,D0027,10.28.190.152,1862.24,INR,CARD,MOBILE,IN,2026-05-10T01:21:00,SUCCESS
T000366,C0102,A0102,M0006,D0102,10.103.115.127,1431.81,INR,WALLET,MOBILE,IN,2026-05-06T08:57:00,SUCCESS
T000367,C0089,A0089,M0054,D0089,10.58.10.147,7434.39,INR,RTGS,POS,IN,2026-05-08T13:04:00,SUCCESS
T000368,C0017,A0017,M0002,D0017,10.242.158.189,3335.72,INR,UPI,MOBILE,IN,2026-05-06T23:25:00,SUCCESS
T000369,C0094,A0094,M0038,D0094,10.95.59.23,3266.01,INR,RTGS,POS,IN,2026-05-11T01:42:00,SUCCESS
T000370,C0102,A0102,M0030,D0102,10.103.115.127,9090.5,INR,UPI,WEB,IN,2026-05-06T22:01:00,SUCCESS
T000371,C0096,A0096,M0023,D0096,10.97.73.49,1546.21,INR,WALLET,MOBILE,IN,2026-05-04T20:39:00,SUCCESS
T000372,C0067,A0067,M0029,D0326,10.68.70.72,3578.36,INR,CARD,MOBILE,IN,2026-05-02T08:21:00,SUCCESS
T000373,C0032,A0032,M0004,D0032,10.33.25.17,3714.92,INR,UPI,MOBILE,IN,2026-05-13T00:20:00,SUCCESS
T000374,C0022,A0022,M0016,D0022,10.23.155.87,819.48,INR,CARD,API,SG,2026-05-11T21:17:00,SUCCESS
T000375,C0089,A0089,M0052,D0066,10.90.24.158,935.99,INR,CARD,MOBILE,IN,2026-05-03T04:29:00,SUCCESS
T000376,C0086,A0086,M0036,D0086,10.87.3.119,1436.37,INR,CARD,MOBILE,SG,2026-05-03T14:08:00,SUCCESS
T000377,C0123,A0123,M0028,D0123,10.124.62.200,13301.38,INR,UPI,MOBILE,IN,2026-05-14T22:04:00,SUCCESS
T000378,C0081,A0081,M0000,D0081,10.82.168.54,2171.17,INR,UPI,MOBILE,IN,2026-05-06T14:01:00,PENDING
T000379,C0058,A0058,M0054,D0058,10.59.7.155,2342.51,INR,UPI,MOBILE,IN,2026-05-10T17:38:00,SUCCESS
T000380,C0011,A0011,M0019,D0011,10.12.78.144,1037.28,INR,RTGS,MOBILE,IN,2026-05-09T07:26:00,SUCCESS
T000381,C0023,A0023,M0014,D0023,10.24.162.100,3269.88,INR,UPI,POS,IN,2026-05-07T07:47:00,SUCCESS
T000382,C0070,A0070,M0017,D0070,10.71.91.111,4066.9,INR,UPI,MOBILE,IN,2026-05-11T11:20:00,SUCCESS
T000383,C0091,A0091,M0043,D0091,10.92.38.184,10242.56,INR,CARD,POS,IN,2026-05-03T21:30:00,SUCCESS
T000384,C0044,A0044,M0017,D0044,10.45.109.173,3106.68,INR,RTGS,MOBILE,IN,2026-05-13T21:48:00,SUCCESS
T000385,C0055,A0055,M0026,D0375,10.56.186.116,3889.05,INR,UPI,MOBILE,IN,2026-05-02T12:52:00,FAILED
T000386,C0089,A0089,M0036,D0089,10.90.24.158,9281.27,INR,RTGS,MOBILE,SG,2026-05-12T23:16:00,SUCCESS
T000387,C0053,A0053,M0044,D0053,10.54.172.90,1727.52,INR,CARD,MOBILE,IN,2026-05-10T13:42:00,SUCCESS
T000388,C0035,A0035,M0035,D0035,10.36.46.56,2279.96,INR,CARD,MOBILE,IN,2026-05-12T18:35:00,SUCCESS
T000389,C0050,A0050,M0009,D0050,10.51.151.51,1258.16,INR,UPI,ATM,IN,2026-05-06T13:08:00,SUCCESS
T000390,C0110,A0110,M0050,D0110,10.111.171.31,3105.15,INR,UPI,MOBILE,IN,2026-05-09T10:08:00,SUCCESS
T000391,C0104,A0104,M0008,D0104,10.105.129.153,4990.16,INR,NEFT,POS,IN,2026-05-10T01:55:00,SUCCESS
T000392,C0054,A0054,M0052,D0279,10.55.179.103,10843.76,INR,NEFT,POS,IN,2026-05-11T08:13:00,SUCCESS
T000393,C0077,A0077,M0045,D0077,10.78.140.2,3063.05,INR,UPI,WEB,US,2026-05-14T20:27:00,SUCCESS
T000394,C0039,A0039,M0021,D0039,10.40.74.108,2327.96,INR,WALLET,MOBILE,IN,2026-05-12T15:42:00,SUCCESS
T000395,C0059,A0059,M0002,D0059,10.60.14.168,4616.6,INR,CARD,WEB,IN,2026-05-07T08:36:00,SUCCESS
T000396,C0009,A0009,M0000,D0009,10.10.64.118,1775.37,INR,UPI,MOBILE,IN,2026-05-08T18:44:00,SUCCESS
T000397,C0007,A0007,M0054,D0007,10.8.50.92,2539.29,INR,CARD,MOBILE,IN,2026-05-04T20:59:00,SUCCESS
T000398,C0006,A0006,M0012,D0006,10.7.43.79,4955.23,INR,CARD,MOBILE,US,2026-05-04T06:40:00,SUCCESS
T000399,C0020,A0020,M0021,D0020,10.21.141.61,612.17,INR,CARD,API,IN,2026-05-08T21:15:00,PENDING
T000400,C0031,A0031,M0030,D0031,10.32.18.4,2874.7,INR,CARD,POS,IN,2026-05-15T04:14:00,SUCCESS
T000401,C0110,A0110,M0035,D0349,10.111.171.31,935.6,INR,UPI,MOBILE,IN,2026-05-02T19:59:00,SUCCESS
T000402,C0051,A0051,M0039,D0051,10.52.158.64,6423.98,INR,CARD,MOBILE,US,2026-05-10T18:58:00,SUCCESS
T000403,C0021,A0021,M0033,D0021,10.22.148.74,2984.16,INR,NEFT,ATM,IN,2026-05-10T21:40:00,SUCCESS
T000404,C0007,A0007,M0024,D0007,10.8.50.92,6406.41,INR,UPI,WEB,IN,2026-05-02T12:45:00,SUCCESS
T000405,C0084,A0084,M0016,D0084,10.85.189.93,1719.89,INR,UPI,MOBILE,IN,2026-05-01T13:44:00,SUCCESS
T000406,C0089,A0089,M0033,D0089,10.90.24.158,2097.41,INR,WALLET,MOBILE,IN,2026-05-06T22:32:00,SUCCESS
