source_id,source_type,target_id,target_type,relationship
C0008,customer,M0049,merchant,PAYS
A0008,account,T000147,transaction,HAS_TRANSACTION
C0082,customer,A0082,account,OWNS
C0082,customer,D0435,device,USES
C0082,customer,10.83.175.67,ip,CONNECTS_FROM
C0082,customer,M0027,merchant,PAYS
A0082,account,T000148,transaction,HAS_TRANSACTION
C0005,customer,A0005,account,OWNS
C0005,customer,D0005,device,USES
C0005,customer,10.6.36.66,ip,CONNECTS_FROM
C0005,customer,M0035,merchant,PAYS
A0005,account,T000149,transaction,HAS_TRANSACTION
C0088,customer,M0009,merchant,PAYS
A0088,account,T000150,transaction,HAS_TRANSACTION
C0017,customer,D0017,device,USES
C0017,customer,10.210.136.5,ip,CONNECTS_FROM
C0017,customer,M0050,merchant,PAYS
A0017,account,T000151,transaction,HAS_TRANSACTION
C0121,customer,M0003,merchant,PAYS
A0121,account,T000152,transaction,HAS_TRANSACTION
C0062,customer,A0062,account,OWNS
C0062,customer,D0062,device,USES
C0062,customer,10.63.35.7,ip,CONNECTS_FROM
C0062,customer,M0008,merchant,PAYS
A0062,account,T000153,transaction,HAS_TRANSACTION
C0039,customer,A0039,account,OWNS
C0039,customer,D0039,device,USES
C0039,customer,10.40.74.108,ip,CONNECTS_FROM
C0039,customer,M0012,merchant,PAYS
A0039,account,T000154,transaction,HAS_TRANSACTION
C0026,customer,A0026,account,OWNS
C0026,customer,D0026,device,USES
C0026,customer,10.27.183.139,ip,CONNECTS_FROM
C0026,customer,M0034,merchant,PAYS
A0026,account,T000155,transaction,HAS_TRANSACTION
C0123,customer,A0123,account,OWNS
C0123,customer,D0123,device,USES
C0123,customer,10.124.62.200,ip,CONNECTS_FROM
C0123,customer,M0017,merchant,PAYS
A0123,account,T000156,transaction,HAS_TRANSACTION
C0003,customer,A0003,account,OWNS
C0003,customer,D0003,device,USES
C0003,customer,10.4.22.40,ip,CONNECTS_FROM
C0003,customer,M0044,merchant,PAYS
A0003,account,T000157,transaction,HAS_TRANSACTION
C0035,customer,A0035,account,OWNS
C0035,customer,D0035,device,USES
C0035,customer,10.36.46.56,ip,CONNECTS_FROM
C0035,customer,M0029,merchant,PAYS
A0035,account,T000158,transaction,HAS_TRANSACTION
C0033,customer,M0018,merchant,PAYS
A0033,account,T000159,transaction,HAS_TRANSACTION
C0040,customer,A0040,account,OWNS
C0040,customer,D0040,device,USES
C0040,customer,10.41.81.121,ip,CONNECTS_FROM
C0040,customer,M0011,merchant,PAYS
A0040,account,T000160,transaction,HAS_TRANSACTION
C0092,customer,A0092,account,OWNS
C0092,customer,D0050,device,USES
C0092,customer,10.93.45.197,ip,CONNECTS_FROM
C0092,customer,M0053,merchant,PAYS
A0092,account,T000161,transaction,HAS_TRANSACTION
C0033,customer,M0052,merchant,PAYS
A0033,account,T000162,transaction,HAS_TRANSACTION
C0009,customer,A0009,account,OWNS
C0009,customer,D0009,device,USES
C0009,customer,10.10.64.118,ip,CONNECTS_FROM
C0009,customer,M0008,merchant,PAYS
A0009,account,T000163,transaction,HAS_TRANSACTION
C0123,customer,M0014,merchant,PAYS
A0123,account,T000164,transaction,HAS_TRANSACTION
C0032,customer,M0047,merchant,PAYS
A0032,account,T000165,transaction,HAS_TRANSACTION
C0023,customer,D0023,device,USES
C0023,customer,10.24.162.100,ip,CONNECTS_FROM
C0023,customer,M0037,merchant,PAYS
A0023,account,T000166,transaction,HAS_TRANSACTION
C0044,customer,D0044,device,USES
C0044,customer,M0046,merchant,PAYS
A0044,account,T000167,transaction,HAS_TRANSACTION
C0042,customer,M0041,merchant,PAYS
A0042,account,T000168,transaction,HAS_TRANSACTION
C0075,customer,A0075,account,OWNS
C0075,customer,D0244,device,USES
C0075,customer,10.76.126.176,ip,CONNECTS_FROM
C0075,customer,M0018,merchant,PAYS
A0075,account,T000169,transaction,HAS_TRANSACTION
C0076,customer,M0051,merchant,PAYS
A0076,account,T000170,transaction,HAS_TRANSACTION
C0034,customer,A0034,account,OWNS
C0034,customer,D0034,device,USES
C0034,customer,10.35.39.43,ip,CONNECTS_FROM
A0034,account,T000171,transaction,HAS_TRANSACTION
C0074,customer,A0074,account,OWNS
C0074,customer,D0074,device,USES
C0074,customer,10.75.119.163,ip,CONNECTS_FROM
C0074,customer,M0054,merchant,PAYS
A0074,account,T000172,transaction,HAS_TRANSACTION
C0105,customer,M0042,merchant,PAYS
A0105,account,T000173,transaction,HAS_TRANSACTION
C0004,customer,A0004,account,OWNS
C0004,customer,D0004,device,USES
C0004,customer,10.5.29.53,ip,CONNECTS_FROM
C0004,customer,M0040,merchant,PAYS
A0004,account,T000174,transaction,HAS_TRANSACTION
C0122,customer,M0022,merchant,PAYS
A0122,account,T000175,transaction,HAS_TRANSACTION
C0033,customer,M0022,merchant,PAYS
A0033,account,T000176,transaction,HAS_TRANSACTION
C0043,customer,A0043,account,OWNS
C0043,customer,D0043,device,USES
C0043,customer,10.44.102.160,ip,CONNECTS_FROM
C0043,customer,M0053,merchant,PAYS
A0043,account,T000177,transaction,HAS_TRANSACTION
C0017,customer,10.18.120.22,ip,CONNECTS_FROM
C0017,customer,M0014,merchant,PAYS
A0017,account,T000178,transaction,HAS_TRANSACTION
C0090,customer,M0027,merchant,PAYS
A0090,account,T000179,transaction,HAS_TRANSACTION
C0032,customer,M0018,merchant,PAYS
A0032,account,T000180,transaction,HAS_TRANSACTION
C0095,customer,10.116.234.23,ip,CONNECTS_FROM
C0095,customer,M0049,merchant,PAYS
A0095,account,T000181,transaction,HAS_TRANSACTION
C0085,customer,M0024,merchant,PAYS
A0085,account,T000182,transaction,HAS_TRANSACTION
C0004,customer,M0052,merchant,PAYS
A0004,account,T000183,transaction,HAS_TRANSACTION
C0040,customer,M0020,merchant,PAYS
A0040,account,T000184,transaction,HAS_TRANSACTION
A0032,account,T000185,transaction,HAS_TRANSACTION
C0065,customer,D0065,device,USES
C0065,customer,M0054,merchant,PAYS
A0065,account,T000186,transaction,HAS_TRANSACTION
C0003,customer,M0045,merchant,PAYS
A0003,account,T000187,transaction,HAS_TRANSACTION
C0065,customer,M0047,merchant,PAYS
A0065,account,T000188,transaction,HAS_TRANSACTION
C0023,customer,M0048,merchant,PAYS
A0023,account,T000189,transaction,HAS_TRANSACTION
C0121,customer,M0038,merchant,PAYS
A0121,account,T000190,transaction,HAS_TRANSACTION
C0123,customer,M0052,merchant,PAYS
A0123,account,T000191,transaction,HAS_TRANSACTION
C0053,customer,D0413,device,USES
C0053,customer,M0004,merchant,PAYS
A0053,account,T000192,transaction,HAS_TRANSACTION
C0021,customer,D0421,device,USES
C0021,customer,10.22.148.74,ip,CONNECTS_FROM
C0021,customer,M0001,merchant,PAYS
A0021,account,T000193,transaction,HAS_TRANSACTION
C0015,customer,D0015,device,USES
C0015,customer,10.16.106.196,ip,CONNECTS_FROM
C0015,customer,M0008,merchant,PAYS
A0015,account,T000194,transaction,HAS_TRANSACTION
C0026,customer,M0017,merchant,PAYS
A0026,account,T000195,transaction,HAS_TRANSACTION
C0000,customer,A0000,account,OWNS
C0000,customer,D0000,device,USES
C0000,customer,10.1.1.1,ip,CONNECTS_FROM
C0000,customer,M0016,merchant,PAYS
A0000,account,T000196,transaction,HAS_TRANSACTION
C0095,customer,M0023,merchant,PAYS
A0095,account,T000197,transaction,HAS_TRANSACTION
C0006,customer,M0014,merchant,PAYS
A0006,account,T000198,transaction,HAS_TRANSACTION
C0057,customer,M0002,merchant,PAYS
A0057,account,T000199,transaction,HAS_TRANSACTION
C0120,customer,M0046,merchant,PAYS
A0120,account,T000200,transaction,HAS_TRANSACTION
C0005,customer,M0019,merchant,PAYS
A0005,account,T000201,transaction,HAS_TRANSACTION
C0032,customer,M0043,merchant,PAYS
A0032,account,T000202,transaction,HAS_TRANSACTION
C0030,customer,A0030,account,OWNS
C0030,customer,D0030,device,USES
C0030,customer,10.138.174.231,ip,CONNECTS_FROM
C0030,customer,M0027,merchant,PAYS
A0030,account,T000203,transaction,HAS_TRANSACTION
C0122,customer,D0263,device,USES
C0122,customer,M0005,merchant,PAYS
A0122,account,T000204,transaction,HAS_TRANSACTION
A0013,account,T000205,transaction,HAS_TRANSACTION
A0023,account,T000206,transaction,HAS_TRANSACTION
C0042,customer,M0046,merchant,PAYS
A0042,account,T000207,transaction,HAS_TRANSACTION
C0035,customer,M0046,merchant,PAYS
A0035,account,T000208,transaction,HAS_TRANSACTION
C0022,customer,10.23.155.87,ip,CONNECTS_FROM
C0022,customer,M0052,merchant,PAYS
A0022,account,T000209,transaction,HAS_TRANSACTION
C0046,customer,M0020,merchant,PAYS
A0046,account,T000210,transaction,HAS_TRANSACTION
C0118,customer,A0118,account,OWNS
C0118,customer,D0118,device,USES
C0118,customer,10.119.27.135,ip,CONNECTS_FROM
C0118,customer,M0005,merchant,PAYS
A0118,account,T000211,transaction,HAS_TRANSACTION
C0076,customer,10.237.225.165,ip,CONNECTS_FROM
C0076,customer,M0028,merchant,PAYS
A0076,account,T000212,transaction,HAS_TRANSACTION
C0062,customer,D0248,device,USES
C0062,customer,M0045,merchant,PAYS
A0062,account,T000213,transaction,HAS_TRANSACTION
C0066,customer,M0013,merchant,PAYS
A0066,account,T000214,transaction,HAS_TRANSACTION
C0114,customer,M0030,merchant,PAYS
A0114,account,T000215,transaction,HAS_TRANSACTION
C0018,customer,D0018,device,USES
C0018,customer,10.19.127.35,ip,CONNECTS_FROM
C0018,customer,M0034,merchant,PAYS
A0018,account,T000216,transaction,HAS_TRANSACTION
C0119,customer,M0044,merchant,PAYS
A0119,account,T000217,transaction,HAS_TRANSACTION
C0017,customer,D0263,device,USES
C0017,customer,M0017,merchant,PAYS
A0017,account,T000218,transaction,HAS_TRANSACTION
C0080,customer,M0013,merchant,PAYS
A0080,account,T000219,transaction,HAS_TRANSACTION
C0014,customer,M0026,merchant,PAYS
A0014,account,T000220,transaction,HAS_TRANSACTION
C0082,customer,D0082,device,USES
C0082,customer,M0030,merchant,PAYS
A0082,account,T000221,transaction,HAS_TRANSACTION
C0015,customer,M0010,merchant,PAYS
A0015,account,T000222,transaction,HAS_TRANSACTION
C0020,customer,M0035,merchant,PAYS
A0020,account,T000223,transaction,HAS_TRANSACTION
C0011,customer,D0218,device,USES
C0011,customer,10.12.78.144,ip,CONNECTS_FROM
A0011,account,T000224,transaction,HAS_TRANSACTION
C0100,customer,D0100,device,USES
C0100,customer,M0012,merchant,PAYS
A0100,account,T000225,transaction,HAS_TRANSACTION
C0033,customer,M0049,merchant,PAYS
A0033,account,T000226,transaction,HAS_TRANSACTION
C0116,customer,A0116,account,OWNS
C0116,customer,D0116,device,USES
C0116,customer,10.117.13.109,ip,CONNECTS_FROM
C0116,customer,M0003,merchant,PAYS
A0116,account,T000227,transaction,HAS_TRANSACTION
C0067,customer,D0067,device,USES
C0067,customer,M0034,merchant,PAYS
A0067,account,T000228,transaction,HAS_TRANSACTION
C0089,customer,A0089,account,OWNS
C0089,customer,D0089,device,USES
C0089,customer,10.90.24.158,ip,CONNECTS_FROM
C0089,customer,M0045,merchant,PAYS
A0089,account,T000229,transaction,HAS_TRANSACTION
C0008,customer,M0003,merchant,PAYS
A0008,account,T000230,transaction,HAS_TRANSACTION
C0095,customer,M0012,merchant,PAYS
A0095,account,T000231,transaction,HAS_TRANSACTION
C0111,customer,A0111,account,OWNS
C0111,customer,D0111,device,USES
C0111,customer,10.112.178.44,ip,CONNECTS_FROM
C0111,customer,M0031,merchant,PAYS
A0111,account,T000232,transaction,HAS_TRANSACTION
C0015,customer,M0035,merchant,PAYS
A0015,account,T000233,transaction,HAS_TRANSACTION
C0097,customer,A0097,account,OWNS
C0097,customer,D0097,device,USES
C0097,customer,10.98.80.62,ip,CONNECTS_FROM
C0097,customer,M0040,merchant,PAYS
A0097,account,T000234,transaction,HAS_TRANSACTION
C0109,customer,D0109,device,USES
C0109,customer,M0051,merchant,PAYS
A0109,account,T000235,transaction,HAS_TRANSACTION
C0069,customer,A0069,account,OWNS
C0069,customer,D0354,device,USES
C0069,customer,10.70.84.98,ip,CONNECTS_FROM
C0069,customer,M0019,merchant,PAYS
A0069,account,T000236,transaction,HAS_TRANSACTION
C0103,customer,M0007,merchant,PAYS
A0103,account,T000237,transaction,HAS_TRANSACTION
C0064,customer,A0064,account,OWNS
C0064,customer,D0064,device,USES
C0064,customer,10.65.49.33,ip,CONNECTS_FROM
C0064,customer,M0013,merchant,PAYS
A0064,account,T000238,transaction,HAS_TRANSACTION
C0112,customer,M0000,merchant,PAYS
A0112,account,T000239,transaction,HAS_TRANSACTION
C0066,customer,M0029,merchant,PAYS
A0066,account,T000240,transaction,HAS_TRANSACTION
C0096,customer,M0010,merchant,PAYS
A0096,account,T000241,transaction,HAS_TRANSACTION
C0110,customer,M0031,merchant,PAYS
A0110,account,T000242,transaction,HAS_TRANSACTION
C0003,customer,M0003,merchant,PAYS
A0003,account,T000243,transaction,HAS_TRANSACTION
C0019,customer,D0019,device,USES
C0019,customer,M0030,merchant,PAYS
A0019,account,T000244,transaction,HAS_TRANSACTION
C0011,customer,D0011,device,USES
C0011,customer,M0013,merchant,PAYS
A0011,account,T000245,transaction,HAS_TRANSACTION
C0088,customer,D0037,device,USES
C0088,customer,M0004,merchant,PAYS
A0088,account,T000246,transaction,HAS_TRANSACTION
C0042,customer,M0033,merchant,PAYS
A0042,account,T000247,transaction,HAS_TRANSACTION
C0112,customer,M0009,merchant,PAYS
A0112,account,T000248,transaction,HAS_TRANSACTION
C0035,customer,D0376,device,USES
C0035,customer,M0033,merchant,PAYS
A0035,account,T000249,transaction,HAS_TRANSACTION
C0030,customer,10.31.11.191,ip,CONNECTS_FROM
C0030,customer,M0047,merchant,PAYS
A0030,account,T000250,transaction,HAS_TRANSACTION
C0119,customer,M0035,merchant,PAYS
A0119,account,T000251,transaction,HAS_TRANSACTION
C0030,customer,M0042,merchant,PAYS
A0030,account,T000252,transaction,HAS_TRANSACTION
C0101,customer,A0101,account,OWNS
C0101,customer,D0231,device,USES
C0101,customer,10.102.108.114,ip,CONNECTS_FROM
C0101,customer,M0036,merchant,PAYS
A0101,account,T000253,transaction,HAS_TRANSACTION
C0065,customer,M0046,merchant,PAYS
A0065,account,T000254,transaction,HAS_TRANSACTION
C0111,customer,M0025,merchant,PAYS
A0111,account,T000255,transaction,HAS_TRANSACTION
C0066,customer,M0016,merchant,PAYS
A0066,account,T000256,transaction,HAS_TRANSACTION
C0049,customer,A0049,account,OWNS
C0049,customer,D0049,device,USES
C0049,customer,10.28.145.157,ip,CONNECTS_FROM
C0049,customer,M0033,merchant,PAYS
A0049,account,T000257,transaction,HAS_TRANSACTION
C0025,customer,10.79.38.109,ip,CONNECTS_FROM
C0025,customer,M0026,merchant,PAYS
A0025,account,T000258,transaction,HAS_TRANSACTION
C0049,customer,10.50.144.38,ip,CONNECTS_FROM
C0049,customer,M0008,merchant,PAYS
A0049,account,T000259,transaction,HAS_TRANSACTION
C0109,customer,D0017,device,USES
C0109,customer,M0048,merchant,PAYS
A0109,account,T000260,transaction,HAS_TRANSACTION
C0051,customer,M0032,merchant,PAYS
A0051,account,T000261,transaction,HAS_TRANSACTION
C0083,customer,M0036,merchant,PAYS
A0083,account,T000262,transaction,HAS_TRANSACTION
C0082,customer,M0015,merchant,PAYS
A0082,account,T000263,transaction,HAS_TRANSACTION
C0097,customer,M0037,merchant,PAYS
A0097,account,T000264,transaction,HAS_TRANSACTION
C0081,customer,A0081,account,OWNS
C0081,customer,D0081,device,USES
C0081,customer,10.82.168.54,ip,CONNECTS_FROM
C0081,customer,M0053,merchant,PAYS
A0081,account,T000265,transaction,HAS_TRANSACTION
C0071,customer,A0071,account,OWNS
C0071,customer,D0071,device,USES
C0071,customer,10.72.98.124,ip,CONNECTS_FROM
C0071,customer,M0014,merchant,PAYS
A0071,account,T000266,transaction,HAS_TRANSACTION
C0027,customer,D0027,device,USES
C0027,customer,M0040,merchant,PAYS
A0027,account,T000267,transaction,HAS_TRANSACTION
C0120,customer,M0030,merchant,PAYS
A0120,account,T000268,transaction,HAS_TRANSACTION
C0070,customer,10.192.25.158,ip,CONNECTS_FROM
C0070,customer,M0045,merchant,PAYS
A0070,account,T000269,transaction,HAS_TRANSACTION
C0010,customer,10.11.71.131,ip,CONNECTS_FROM
C0010,customer,M0041,merchant,PAYS
A0010,account,T000270,transaction,HAS_TRANSACTION
C0087,customer,A0087,account,OWNS
C0087,customer,D0124,device,USES
C0087,customer,10.88.10.132,ip,CONNECTS_FROM
C0087,customer,M0005,merchant,PAYS
A0087,account,T000271,transaction,HAS_TRANSACTION
C0059,customer,A0059,account,OWNS
C0059,customer,D0059,device,USES
C0059,customer,10.60.14.168,ip,CONNECTS_FROM
C0059,customer,M0046,merchant,PAYS
A0059,account,T000272,transaction,HAS_TRANSACTION
C0046,customer,D0126,device,USES
C0046,customer,M0033,merchant,PAYS
A0046,account,T000273,transaction,HAS_TRANSACTION
C0047,customer,M0053,merchant,PAYS
A0047,account,T000274,transaction,HAS_TRANSACTION
C0031,customer,A0031,account,OWNS
C0031,customer,D0031,device,USES
C0031,customer,10.32.18.4,ip,CONNECTS_FROM
C0031,customer,M0033,merchant,PAYS
A0031,account,T000275,transaction,HAS_TRANSACTION
C0026,customer,M0048,merchant,PAYS
A0026,account,T000276,transaction,HAS_TRANSACTION
C0022,customer,10.18.208.137,ip,CONNECTS_FROM
C0022,customer,M0005,merchant,PAYS
A0022,account,T000277,transaction,HAS_TRANSACTION
C0096,customer,M0014,merchant,PAYS
A0096,account,T000278,transaction,HAS_TRANSACTION
C0025,customer,D0195,device,USES
C0025,customer,M0009,merchant,PAYS
A0025,account,T000279,transaction,HAS_TRANSACTION
C0040,customer,D0195,device,USES
C0040,customer,M0052,merchant,PAYS
A0040,account,T000280,transaction,HAS_TRANSACTION
C0041,customer,D0140,device,USES
C0041,customer,M0020,merchant,PAYS
A0041,account,T000281,transaction,HAS_TRANSACTION
C0095,customer,M0037,merchant,PAYS
A0095,account,T000282,transaction,HAS_TRANSACTION
C0023,customer,M0051,merchant,PAYS
A0023,account,T000283,transaction,HAS_TRANSACTION
C0005,customer,M0042,merchant,PAYS
A0005,account,T000284,transaction,HAS_TRANSACTION
C0124,customer,M0003,merchant,PAYS
A0124,account,T000285,transaction,HAS_TRANSACTION
C0037,customer,A0037,account,OWNS
C0037,customer,D0037,device,USES
C0037,customer,10.38.60.82,ip,CONNECTS_FROM
C0037,customer,M0002,merchant,PAYS
A0037,account,T000286,transaction,HAS_TRANSACTION
C0015,customer,M0003,merchant,PAYS
A0015,account,T000287,transaction,HAS_TRANSACTION
C0037,customer,10.251.122.173,ip,CONNECTS_FROM
A0037,account,T000288,transaction,HAS_TRANSACTION
C0063,customer,D0063,device,USES
C0063,customer,M0001,merchant,PAYS
A0063,account,T000289,transaction,HAS_TRANSACTION
C0071,customer,M0015,merchant,PAYS
A0071,account,T000290,transaction,HAS_TRANSACTION
C0069,customer,D0268,device,USES
C0069,customer,10.194.207.233,ip,CONNECTS_FROM
C0069,customer,M0040,merchant,PAYS
A0069,account,T000291,transaction,HAS_TRANSACTION
C0026,customer,M0053,merchant,PAYS
A0026,account,T000292,transaction,HAS_TRANSACTION
C0076,customer,M0000,merchant,PAYS
A0076,account,T000293,transaction,HAS_TRANSACTION
C0017,customer,M0026,merchant,PAYS
A0017,account,T000294,transaction,HAS_TRANSACTION
C0012,customer,D0120,device,USES
C0012,customer,M0039,merchant,PAYS
A0012,account,T000295,transaction,HAS_TRANSACTION
C0016,customer,D0016,device,USES
C0016,customer,10.17.113.9,ip,CONNECTS_FROM
C0016,customer,M0033,merchant,PAYS
A0016,account,T000296,transaction,HAS_TRANSACTION
C0118,customer,M0026,merchant,PAYS
A0118,account,T000297,transaction,HAS_TRANSACTION
C0009,customer,M0012,merchant,PAYS
A0009,account,T000298,transaction,HAS_TRANSACTION
C0017,customer,M0038,merchant,PAYS
A0017,account,T000299,transaction,HAS_TRANSACTION
C0040,customer,M0005,merchant,PAYS
A0040,account,T000300,transaction,HAS_TRANSACTION
C0052,customer,A0052,account,OWNS
C0052,customer,D0052,device,USES
C0052,customer,10.53.165.77,ip,CONNECTS_FROM
C0052,customer,M0040,merchant,PAYS
A0052,account,T000301,transaction,HAS_TRANSACTION
C0119,customer,10.127.121.82,ip,CONNECTS_FROM
C0119,customer,M0024,merchant,PAYS
A0119,account,T000302,transaction,HAS_TRANSACTION
C0025,customer,10.7.205.238,ip,CONNECTS_FROM
C0025,customer,M0030,merchant,PAYS
A0025,account,T000303,transaction,HAS_TRANSACTION
C0092,customer,D0092,device,USES
A0092,account,T000304,transaction,HAS_TRANSACTION
C0116,customer,M0022,merchant,PAYS
A0116,account,T000305,transaction,HAS_TRANSACTION
C0030,customer,M0016,merchant,PAYS
A0030,account,T000306,transaction,HAS_TRANSACTION
C0019,customer,M0032,merchant,PAYS
A0019,account,T000307,transaction,HAS_TRANSACTION
C0014,customer,M0030,merchant,PAYS
A0014,account,T000308,transaction,HAS_TRANSACTION
C0039,customer,M0018,merchant,PAYS
A0039,account,T000309,transaction,HAS_TRANSACTION
C0055,customer,M0020,merchant,PAYS
A0055,account,T000310,transaction,HAS_TRANSACTION
C0037,customer,10.243.169.142,ip,CONNECTS_FROM
C0037,customer,M0011,merchant,PAYS
A0037,account,T000311,transaction,HAS_TRANSACTION
C0054,customer,A0054,account,OWNS
C0054,customer,D0054,device,USES
C0054,customer,10.165.8.63,ip,CONNECTS_FROM
C0054,customer,M0040,merchant,PAYS
A0054,account,T000312,transaction,HAS_TRANSACTION
C0086,customer,A0086,account,OWNS
C0086,customer,D0086,device,USES
C0086,customer,10.87.3.119,ip,CONNECTS_FROM
C0086,customer,M0027,merchant,PAYS
A0086,account,T000313,transaction,HAS_TRANSACTION
C0109,customer,M0027,merchant,PAYS
A0109,account,T000314,transaction,HAS_TRANSACTION
C0029,customer,M0047,merchant,PAYS
A0029,account,T000315,transaction,HAS_TRANSACTION
C0019,customer,10.109.209.185,ip,CONNECTS_FROM
C0019,customer,M0009,merchant,PAYS
A0019,account,T000316,transaction,HAS_TRANSACTION
C0123,customer,M0018,merchant,PAYS
A0123,account,T000317,transaction,HAS_TRANSACTION
C0045,customer,M0018,merchant,PAYS
A0045,account,T000318,transaction,HAS_TRANSACTION
C0000,customer,10.51.230.8,ip,CONNECTS_FROM
C0000,customer,M0004,merchant,PAYS
A0000,account,T000319,transaction,HAS_TRANSACTION
C0091,customer,M0041,merchant,PAYS
A0091,account,T000320,transaction,HAS_TRANSACTION
C0055,customer,M0044,merchant,PAYS
A0055,account,T000321,transaction,HAS_TRANSACTION
C0042,customer,M0010,merchant,PAYS
A0042,account,T000322,transaction,HAS_TRANSACTION
C0036,customer,M0020,merchant,PAYS
A0036,account,T000323,transaction,HAS_TRANSACTION
C0052,customer,M0046,merchant,PAYS
A0052,account,T000324,transaction,HAS_TRANSACTION
C0062,customer,10.154.180.32,ip,CONNECTS_FROM
C0062,customer,M0054,merchant,PAYS
A0062,account,T000325,transaction,HAS_TRANSACTION
C0076,customer,M0033,merchant,PAYS
A0076,account,T000326,transaction,HAS_TRANSACTION
C0084,customer,M0005,merchant,PAYS
A0084,account,T000327,transaction,HAS_TRANSACTION
C0020,customer,M0008,merchant,PAYS
A0020,account,T000328,transaction,HAS_TRANSACTION
C0110,customer,M0053,merchant,PAYS
A0110,account,T000329,transaction,HAS_TRANSACTION
C0035,customer,M0051,merchant,PAYS
A0035,account,T000330,transaction,HAS_TRANSACTION
C0075,customer,D0075,device,USES
C0075,customer,10.128.82.207,ip,CONNECTS_FROM
C0075,customer,M0043,merchant,PAYS
A0075,account,T000331,transaction,HAS_TRANSACTION
C0124,customer,M0007,merchant,PAYS
A0124,account,T000332,transaction,HAS_TRANSACTION
C0093,customer,A0093,account,OWNS
C0093,customer,D0093,device,USES
C0093,customer,10.94.52.10,ip,CONNECTS_FROM
C0093,customer,M0032,merchant,PAYS
A0093,account,T000333,transaction,HAS_TRANSACTION
C0093,customer,M0042,merchant,PAYS
A0093,account,T000334,transaction,HAS_TRANSACTION
C0124,customer,D0119,device,USES
C0124,customer,M0024,merchant,PAYS
A0124,account,T000335,transaction,HAS_TRANSACTION
C0116,customer,M0013,merchant,PAYS
A0116,account,T000336,transaction,HAS_TRANSACTION
C0114,customer,M0033,merchant,PAYS
A0114,account,T000337,transaction,HAS_TRANSACTION
C0034,customer,M0048,merchant,PAYS
A0034,account,T000338,transaction,HAS_TRANSACTION
A0013,account,T000339,transaction,HAS_TRANSACTION
C0066,customer,M0024,merchant,PAYS
A0066,account,T000340,transaction,HAS_TRANSACTION
C0053,customer,M0047,merchant,PAYS
A0053,account,T000341,transaction,HAS_TRANSACTION
C0019,customer,M0049,merchant,PAYS
A0019,account,T000342,transaction,HAS_TRANSACTION
C0052,customer,M0048,merchant,PAYS
A0052,account,T000343,transaction,HAS_TRANSACTION
C0098,customer,A0098,account,OWNS
C0098,customer,D0098,device,USES
C0098,customer,10.99.87.75,ip,CONNECTS_FROM
C0098,customer,M0048,merchant,PAYS
A0098,account,T000344,transaction,HAS_TRANSACTION
C0053,customer,M0020,merchant,PAYS
A0053,account,T000345,transaction,HAS_TRANSACTION
C0077,customer,M0005,merchant,PAYS
A0077,account,T000346,transaction,HAS_TRANSACTION
C0053,customer,M0029,merchant,PAYS
A0053,account,T000347,transaction,HAS_TRANSACTION
C0110,customer,10.187.147.192,ip,CONNECTS_FROM
A0110,account,T000348,transaction,HAS_TRANSACTION
C0073,customer,A0073,account,OWNS
C0073,customer,D0073,device,USES
C0073,customer,10.74.112.150,ip,CONNECTS_FROM
C0073,customer,M0026,merchant,PAYS
A0073,account,T000349,transaction,HAS_TRANSACTION
C0120,customer,10.54.231.114,ip,CONNECTS_FROM
C0120,customer,M0031,merchant,PAYS
A0120,account,T000350,transaction,HAS_TRANSACTION
C0031,customer,M0010,merchant,PAYS
A0031,account,T000351,transaction,HAS_TRANSACTION
C0089,customer,M0047,merchant,PAYS
A0089,account,T000352,transaction,HAS_TRANSACTION
C0046,customer,10.88.61.42,ip,CONNECTS_FROM
C0046,customer,M0054,merchant,PAYS
A0046,account,T000353,transaction,HAS_TRANSACTION
C0007,customer,M0034,merchant,PAYS
A0007,account,T000354,transaction,HAS_TRANSACTION
C0102,customer,M0044,merchant,PAYS
A0102,account,T000355,transaction,HAS_TRANSACTION
C0052,customer,D0113,device,USES
C0052,customer,10.135.33.236,ip,CONNECTS_FROM
C0052,customer,M0019,merchant,PAYS
A0052,account,T000356,transaction,HAS_TRANSACTION
C0002,customer,M0042,merchant,PAYS
A0002,account,T000357,transaction,HAS_TRANSACTION
C0025,customer,M0036,merchant,PAYS
A0025,account,T000358,transaction,HAS_TRANSACTION
C0070,customer,M0017,merchant,PAYS
A0070,account,T000359,transaction,HAS_TRANSACTION
C0079,customer,M0042,merchant,PAYS
A0079,account,T000360,transaction,HAS_TRANSACTION
C0040,customer,M0022,merchant,PAYS
A0040,account,T000361,transaction,HAS_TRANSACTION
C0085,customer,M0047,merchant,PAYS
A0085,account,T000362,transaction,HAS_TRANSACTION
C0046,customer,M0029,merchant,PAYS
A0046,account,T000363,transaction,HAS_TRANSACTION
C0032,customer,M0023,merchant,PAYS
A0032,account,T000364,transaction,HAS_TRANSACTION
C0027,customer,M0009,merchant,PAYS
A0027,account,T000365,transaction,HAS_TRANSACTION
C0102,customer,M0006,merchant,PAYS
A0102,account,T000366,transaction,HAS_TRANSACTION
C0089,customer,10.58.10.147,ip,CONNECTS_FROM
C0089,customer,M0054,merchant,PAYS
A0089,account,T000367,transaction,HAS_TRANSACTION
C0017,customer,10.242.158.189,ip,CONNECTS_FROM
C0017,customer,M0002,merchant,PAYS
A0017,account,T000368,transaction,HAS_TRANSACTION
C0094,customer,D0094,device,USES
